PLAYER_NAME,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_MADE_FLAG
Brandin Podziemski,Golden State Warriors,1,11,0,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),2,-5,26,1
Austin Reaves,Los Angeles Lakers,1,10,39,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-13,32,1
Draymond Green,Golden State Warriors,1,10,24,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-18,64,0
Luka Dončić,Los Angeles Lakers,1,10,18,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),25,18,259,0
Jimmy Butler III,Golden State Warriors,1,10,8,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24,238,48,1
Jonathan Kuminga,Golden State Warriors,1,9,44,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,2,24,0
Luka Dončić,Los Angeles Lakers,1,9,7,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-88,248,1
Draymond Green,Golden State Warriors,1,8,49,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),28,-146,243,0
Deandre Ayton,Los Angeles Lakers,1,8,36,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-15,52,1
Jimmy Butler III,Golden State Warriors,1,8,31,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,12,13,1
Stephen Curry,Golden State Warriors,1,8,13,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),26,48,262,1
Deandre Ayton,Los Angeles Lakers,1,7,55,Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-9,28,1
Stephen Curry,Golden State Warriors,1,7,45,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,114,230,0
Luka Dončić,Los Angeles Lakers,1,7,36,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-167,217,0
Jonathan Kuminga,Golden State Warriors,1,7,26,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16,-39,159,0
Marcus Smart,Los Angeles Lakers,1,6,28,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-188,193,0
Buddy Hield,Golden State Warriors,1,6,17,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),28,-163,230,0
Austin Reaves,Los Angeles Lakers,1,6,12,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,27,7,0
Austin Reaves,Los Angeles Lakers,1,5,46,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),26,-38,267,0
Gary Payton II,Golden State Warriors,1,5,33,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-31,4,0
Gary Payton II,Golden State Warriors,1,5,30,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-15,20,0
Luka Dončić,Los Angeles Lakers,1,5,23,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,2,28,0
Luka Dončić,Los Angeles Lakers,1,5,14,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),28,-167,228,0
Marcus Smart,Los Angeles Lakers,1,5,5,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-232,2,0
Jonathan Kuminga,Golden State Warriors,1,4,32,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-85,256,1
Buddy Hield,Golden State Warriors,1,4,23,Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-4,31,1
Luka Dončić,Los Angeles Lakers,1,4,7,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),12,-61,110,1
Stephen Curry,Golden State Warriors,1,3,57,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-136,234,0
Jarred Vanderbilt,Los Angeles Lakers,1,3,41,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),2,16,13,0
Luka Dončić,Los Angeles Lakers,1,3,12,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),27,-82,260,0
Buddy Hield,Golden State Warriors,1,2,57,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),27,-17,274,1
Brandin Podziemski,Golden State Warriors,1,2,21,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Center(C),15,56,140,0
Jimmy Butler III,Golden State Warriors,1,1,38,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),13,85,105,0
Al Horford,Golden State Warriors,1,1,9,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-225,92,1
Austin Reaves,Los Angeles Lakers,1,0,37,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,4,17,1
Jaxson Hayes,Los Angeles Lakers,1,0,27,Running Alley Oop Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,7,25,1
Austin Reaves,Los Angeles Lakers,1,0,0,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-184,190,0
Gabe Vincent,Los Angeles Lakers,2,11,42,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-148,215,1
Jimmy Butler III,Golden State Warriors,2,11,25,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),14,145,13,0
Austin Reaves,Los Angeles Lakers,2,11,18,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-145,221,0
Brandin Podziemski,Golden State Warriors,2,10,51,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16,103,132,1
Gabe Vincent,Los Angeles Lakers,2,10,32,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-165,202,0
Jarred Vanderbilt,Los Angeles Lakers,2,10,21,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,232,12,0
Jimmy Butler III,Golden State Warriors,2,10,16,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-7,29,0
Draymond Green,Golden State Warriors,2,9,53,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),3,2,36,1
Austin Reaves,Los Angeles Lakers,2,9,33,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),12,-26,121,1
Jimmy Butler III,Golden State Warriors,2,9,11,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),14,-5,143,1
Austin Reaves,Los Angeles Lakers,2,8,58,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),11,56,106,1
Brandin Podziemski,Golden State Warriors,2,8,13,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24,229,74,0
Luka Dončić,Los Angeles Lakers,2,7,49,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Center(C),15,-51,144,1
Rui Hachimura,Los Angeles Lakers,2,7,14,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,142,215,0
Al Horford,Golden State Warriors,2,6,53,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-81,243,0
Stephen Curry,Golden State Warriors,2,6,24,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-29,16,0
Gary Payton II,Golden State Warriors,2,6,5,Running Alley Oop Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-15,-2,1
Marcus Smart,Los Angeles Lakers,2,5,54,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),17,-121,132,1
Luka Dončić,Los Angeles Lakers,2,5,5,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8,82,34,0
Stephen Curry,Golden State Warriors,2,4,59,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,141,240,1
Austin Reaves,Los Angeles Lakers,2,4,43,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-1,27,1
Al Horford,Golden State Warriors,2,4,26,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,4,20,0
Marcus Smart,Los Angeles Lakers,2,4,18,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,6,29,1
Stephen Curry,Golden State Warriors,2,4,3,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,16,35,1
Luka Dončić,Los Angeles Lakers,2,3,44,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),11,-54,105,1
Jonathan Kuminga,Golden State Warriors,2,3,30,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24,-238,64,0
Stephen Curry,Golden State Warriors,2,2,59,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,25,34,1
Stephen Curry,Golden State Warriors,2,2,13,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),28,181,219,0
Luka Dončić,Los Angeles Lakers,2,1,52,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,11,54,1
Jonathan Kuminga,Golden State Warriors,2,1,37,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),25,249,68,0
Rui Hachimura,Los Angeles Lakers,2,1,28,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,169,183,1
Rui Hachimura,Los Angeles Lakers,2,0,55,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-210,144,1
Stephen Curry,Golden State Warriors,2,0,46,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,2,29,0
Jonathan Kuminga,Golden State Warriors,2,0,44,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,0
Brandin Podziemski,Golden State Warriors,2,0,33,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),25,42,256,1
Luka Dončić,Los Angeles Lakers,2,0,19,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),29,64,290,1
Stephen Curry,Golden State Warriors,2,0,2,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-112,253,0
Jonathan Kuminga,Golden State Warriors,3,11,47,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,141,217,1
Luka Dončić,Los Angeles Lakers,3,11,31,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),13,36,125,1
Jonathan Kuminga,Golden State Warriors,3,11,15,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,9,11,1
Jimmy Butler III,Golden State Warriors,3,10,58,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,0,13,1
Luka Dončić,Los Angeles Lakers,3,10,47,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),3,9,36,1
Jonathan Kuminga,Golden State Warriors,3,10,23,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-235,15,1
Gabe Vincent,Los Angeles Lakers,3,10,3,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,158,226,0
Jimmy Butler III,Golden State Warriors,3,9,51,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8,-81,31,1
Rui Hachimura,Los Angeles Lakers,3,9,33,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-169,189,0
Deandre Ayton,Los Angeles Lakers,3,9,5,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,16,55,0
Luka Dončić,Los Angeles Lakers,3,8,28,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),25,240,72,0
Jimmy Butler III,Golden State Warriors,3,8,10,Turnaround Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,34,64,0
Brandin Podziemski,Golden State Warriors,3,8,1,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,156,227,0
Jimmy Butler III,Golden State Warriors,3,7,36,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16,31,163,0
Deandre Ayton,Los Angeles Lakers,3,7,26,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),15,-62,138,0
Stephen Curry,Golden State Warriors,3,7,17,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,2,28,1
Austin Reaves,Los Angeles Lakers,3,7,6,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16,-9,166,0
Luka Dončić,Los Angeles Lakers,3,6,57,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),14,-64,134,1
Gary Payton II,Golden State Warriors,3,6,41,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),3,-1,37,1
Austin Reaves,Los Angeles Lakers,3,6,21,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,165,211,0
Jonathan Kuminga,Golden State Warriors,3,6,4,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24,230,84,1
Luka Dončić,Los Angeles Lakers,3,5,48,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,1,32,1
Gary Payton II,Golden State Warriors,3,5,39,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24,233,65,0
Luka Dončić,Los Angeles Lakers,3,5,29,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),27,-65,267,0
Austin Reaves,Los Angeles Lakers,3,5,5,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),13,-13,138,0
Deandre Ayton,Los Angeles Lakers,3,4,30,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),13,-5,138,1
Al Horford,Golden State Warriors,3,4,9,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,225,149,0
Buddy Hield,Golden State Warriors,3,3,48,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-161,216,1
Luka Dončić,Los Angeles Lakers,3,3,33,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),9,-89,37,1
Jonathan Kuminga,Golden State Warriors,3,3,8,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-4,43,1
Jake LaRavia,Los Angeles Lakers,3,2,12,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,152,209,1
Buddy Hield,Golden State Warriors,3,1,57,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-158,218,1
Luka Dončić,Los Angeles Lakers,3,1,40,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),2,2,27,1
Al Horford,Golden State Warriors,3,1,18,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),9,43,83,0
Jaxson Hayes,Los Angeles Lakers,3,1,0,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),3,18,32,1
Buddy Hield,Golden State Warriors,3,0,39,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),33,-60,333,0
Will Richard,Golden State Warriors,3,0,37,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-38,26,1
Luka Dončić,Los Angeles Lakers,3,0,28,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,130,234,0
Jake LaRavia,Los Angeles Lakers,3,0,27,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,2,30,1
Brandin Podziemski,Golden State Warriors,3,0,1,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,219,109,0
Jake LaRavia,Los Angeles Lakers,4,11,47,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-232,11,0
Marcus Smart,Los Angeles Lakers,4,11,35,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),2,-5,24,1
Buddy Hield,Golden State Warriors,4,11,27,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-140,220,1
Marcus Smart,Los Angeles Lakers,4,11,5,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),27,40,268,0
Buddy Hield,Golden State Warriors,4,10,50,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,147,206,0
Buddy Hield,Golden State Warriors,4,10,44,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,167,212,0
Jarred Vanderbilt,Los Angeles Lakers,4,10,21,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,0,45,0
Jimmy Butler III,Golden State Warriors,4,10,4,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,21,62,0
Jarred Vanderbilt,Los Angeles Lakers,4,9,54,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),25,248,50,0
Draymond Green,Golden State Warriors,4,9,48,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-1,11,1
Austin Reaves,Los Angeles Lakers,4,9,25,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-16,16,1
Buddy Hield,Golden State Warriors,4,9,1,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,186,155,1
Jake LaRavia,Los Angeles Lakers,4,8,27,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-2,45,0
Jaxson Hayes,Los Angeles Lakers,4,8,22,Dunk Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-12,40,0
Jimmy Butler III,Golden State Warriors,4,8,9,Turnaround Bank Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-21,36,1
Rui Hachimura,Los Angeles Lakers,4,7,54,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),25,240,74,0
Luka Dončić,Los Angeles Lakers,4,7,16,Fadeaway Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-23,50,1
Al Horford,Golden State Warriors,4,7,0,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,167,200,0
Al Horford,Golden State Warriors,4,6,39,Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-6,22,1
Deandre Ayton,Los Angeles Lakers,4,6,24,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,2,67,1
Buddy Hield,Golden State Warriors,4,6,2,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,134,232,0
Luka Dončić,Los Angeles Lakers,4,5,56,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,13,42,1
Will Richard,Golden State Warriors,4,5,40,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24,-240,62,1
Rui Hachimura,Los Angeles Lakers,4,5,22,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),29,-102,276,1
Luka Dončić,Los Angeles Lakers,4,4,50,Pullup Jump shot,2PT Field Goal,Restricted Area,Center(C),3,27,16,1
Deandre Ayton,Los Angeles Lakers,4,4,26,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,15,42,1
Stephen Curry,Golden State Warriors,4,4,9,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,162,214,0
Austin Reaves,Los Angeles Lakers,4,3,59,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,15,22,1
Draymond Green,Golden State Warriors,4,3,34,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,230,21,1
Stephen Curry,Golden State Warriors,4,2,57,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-201,169,0
Gabe Vincent,Los Angeles Lakers,4,2,39,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,167,216,0
Jimmy Butler III,Golden State Warriors,4,2,29,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,6,21,1
Austin Reaves,Los Angeles Lakers,4,1,52,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-146,231,1
Gary Payton II,Golden State Warriors,4,1,35,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-5,36,1
Luka Dončić,Los Angeles Lakers,4,1,22,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,28,46,1
Jimmy Butler III,Golden State Warriors,4,1,3,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-180,209,0
Stephen Curry,Golden State Warriors,4,0,51,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),35,196,298,1
Austin Reaves,Los Angeles Lakers,4,0,43,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-6,10,1
Luka Dončić,Los Angeles Lakers,4,0,35,Fadeaway Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-227,22,0
Evan Mobley,Cleveland Cavaliers,1,11,45,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),11,5,118,1
Jalen Brunson,New York Knicks,1,11,20,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),22,225,-6,1
Evan Mobley,Cleveland Cavaliers,1,11,2,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),13,-28,136,0
Donovan Mitchell,Cleveland Cavaliers,1,10,44,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,10,8,1
Jalen Brunson,New York Knicks,1,10,32,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),9,-94,19,0
Jaylon Tyson,Cleveland Cavaliers,1,10,11,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-156,217,1
Evan Mobley,Cleveland Cavaliers,1,9,48,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),11,17,115,0
Jarrett Allen,Cleveland Cavaliers,1,9,37,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,4,0
Sam Merrill,Cleveland Cavaliers,1,9,28,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24,238,75,1
Karl-Anthony Towns,New York Knicks,1,9,10,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),2,-20,20,0
Sam Merrill,Cleveland Cavaliers,1,8,57,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,-39,251,0
OG Anunoby,New York Knicks,1,8,37,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),15,105,113,1
Karl-Anthony Towns,New York Knicks,1,8,6,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,237,9,0
Mikal Bridges,New York Knicks,1,8,0,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-223,2,1
Evan Mobley,Cleveland Cavaliers,1,7,46,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,-6,259,0
Karl-Anthony Towns,New York Knicks,1,7,35,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,-11,5,1
Evan Mobley,Cleveland Cavaliers,1,7,16,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,27,17,0
Jalen Brunson,New York Knicks,1,7,6,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-10,-5,1
Lonzo Ball,Cleveland Cavaliers,1,6,41,Jump Bank Shot,3PT Field Goal,Above the Break 3,Center(C),26,53,257,0
Jalen Brunson,New York Knicks,1,6,24,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),26,-77,251,0
OG Anunoby,New York Knicks,1,6,21,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24,-230,80,1
Evan Mobley,Cleveland Cavaliers,1,6,5,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-146,218,1
OG Anunoby,New York Knicks,1,5,50,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),9,26,92,0
Lonzo Ball,Cleveland Cavaliers,1,5,41,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-159,215,0
Jalen Brunson,New York Knicks,1,5,30,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,112,252,0
Evan Mobley,Cleveland Cavaliers,1,5,19,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-88,249,0
Jalen Brunson,New York Knicks,1,5,10,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-179,187,0
OG Anunoby,New York Knicks,1,5,5,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24,-11,248,0
Jaylon Tyson,Cleveland Cavaliers,1,4,15,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24,238,39,0
Guerschon Yabusele,New York Knicks,1,3,59,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,234,92,0
Craig Porter Jr.,Cleveland Cavaliers,1,3,50,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),25,-47,254,0
Evan Mobley,Cleveland Cavaliers,1,3,45,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-169,197,1
