PLAYER_NAME,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_MADE_FLAG
Shaedon Sharpe,Portland Trail Blazers,2,0,4,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,11,42,1
Jeremiah Fears,New Orleans Pelicans,2,0,2,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),27,-40,270,0
Zion Williamson,New Orleans Pelicans,3,11,38,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,9,71,0
Shaedon Sharpe,Portland Trail Blazers,3,11,27,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-16,7,1
Jeremiah Fears,New Orleans Pelicans,3,11,21,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,1,10,0
Kris Murray,Portland Trail Blazers,3,11,12,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,4,16,1
Zion Williamson,New Orleans Pelicans,3,10,57,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-6,13,1
Donovan Clingan,Portland Trail Blazers,3,10,35,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),25,-6,258,0
Toumani Camara,Portland Trail Blazers,3,10,10,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-229,133,1
Bryce McGowens,New Orleans Pelicans,3,9,55,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,43,40,0
Shaedon Sharpe,Portland Trail Blazers,3,9,44,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-11,21,1
Jordan Poole,New Orleans Pelicans,3,9,26,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),17,4,172,0
Bryce McGowens,New Orleans Pelicans,3,9,16,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8,38,73,1
Deni Avdija,Portland Trail Blazers,3,9,5,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,13,13,1
Zion Williamson,New Orleans Pelicans,3,8,53,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-5,31,0
Bryce McGowens,New Orleans Pelicans,3,8,46,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8,-55,64,0
Zion Williamson,New Orleans Pelicans,3,8,36,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),11,-40,106,0
Toumani Camara,Portland Trail Blazers,3,8,29,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,174,184,0
Jeremiah Fears,New Orleans Pelicans,3,8,15,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-40,15,0
Zion Williamson,New Orleans Pelicans,3,8,11,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,4,4,1
Yves Missi,New Orleans Pelicans,3,8,11,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,0
Donovan Clingan,Portland Trail Blazers,3,7,57,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),26,-9,263,0
Jeremiah Fears,New Orleans Pelicans,3,7,52,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-7,10,1
Shaedon Sharpe,Portland Trail Blazers,3,7,44,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-93,263,0
Jordan Poole,New Orleans Pelicans,3,7,24,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),27,-71,261,0
Jeremiah Fears,New Orleans Pelicans,3,7,20,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,92,241,0
Jordan Poole,New Orleans Pelicans,3,7,5,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),11,39,103,1
Deni Avdija,Portland Trail Blazers,3,6,49,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,67,248,0
Toumani Camara,Portland Trail Blazers,3,6,39,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,168,184,0
Deni Avdija,Portland Trail Blazers,3,6,12,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-6,38,0
Donovan Clingan,Portland Trail Blazers,3,6,9,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-7,38,1
Zion Williamson,New Orleans Pelicans,3,5,57,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-12,27,0
Kevon Looney,New Orleans Pelicans,3,5,52,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,1
Sidy Cissoko,Portland Trail Blazers,3,5,43,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-188,183,0
Jordan Hawkins,New Orleans Pelicans,3,5,20,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),19,58,184,0
Zion Williamson,New Orleans Pelicans,3,5,15,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,7,15,1
Donovan Clingan,Portland Trail Blazers,3,4,57,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,1,16,1
Jeremiah Fears,New Orleans Pelicans,3,4,35,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),11,9,117,1
Caleb Love,Portland Trail Blazers,3,4,24,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),17,-147,101,1
Caleb Love,Portland Trail Blazers,3,4,11,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,229,59,0
Sidy Cissoko,Portland Trail Blazers,3,4,4,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,12,8,1
Jordan Hawkins,New Orleans Pelicans,3,3,48,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,227,104,0
Jordan Hawkins,New Orleans Pelicans,3,3,41,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),18,178,29,0
Toumani Camara,Portland Trail Blazers,3,3,32,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-181,206,0
Kevon Looney,New Orleans Pelicans,3,3,13,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,58,248,0
Caleb Love,Portland Trail Blazers,3,2,53,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-167,200,0
Jose Alvarado,New Orleans Pelicans,3,2,24,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-227,99,0
Micah Peavy,New Orleans Pelicans,3,2,18,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-186,183,0
Karlo Matković,New Orleans Pelicans,3,1,52,Running Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,1,13,1
Caleb Love,Portland Trail Blazers,3,1,22,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-1,16,0
Kevon Looney,New Orleans Pelicans,3,1,7,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,44,52,0
Micah Peavy,New Orleans Pelicans,3,0,43,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,15,37,0
Kris Murray,Portland Trail Blazers,3,0,38,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,0,13,0
Yves Missi,New Orleans Pelicans,3,0,28,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),3,11,38,1
Micah Peavy,New Orleans Pelicans,3,0,0,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),25,238,85,0
Shaedon Sharpe,Portland Trail Blazers,4,11,38,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,1,21,1
Bryce McGowens,New Orleans Pelicans,4,11,13,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-23,30,0
Deni Avdija,Portland Trail Blazers,4,10,56,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,87,248,1
Bryce McGowens,New Orleans Pelicans,4,10,38,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,-77,245,1
Jose Alvarado,New Orleans Pelicans,4,10,18,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,174,179,0
Donovan Clingan,Portland Trail Blazers,4,10,1,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),2,7,21,1
Zion Williamson,New Orleans Pelicans,4,9,49,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,4,25,1
Rayan Rupert,Portland Trail Blazers,4,9,34,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-237,34,0
Caleb Love,Portland Trail Blazers,4,9,16,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,152,193,1
Karlo Matković,New Orleans Pelicans,4,9,1,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24,12,247,0
Caleb Love,Portland Trail Blazers,4,8,43,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),26,28,259,1
Zion Williamson,New Orleans Pelicans,4,8,6,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),9,37,90,0
Jordan Poole,New Orleans Pelicans,4,7,29,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-88,226,0
Deni Avdija,Portland Trail Blazers,4,7,11,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,60,5,0
Kris Murray,Portland Trail Blazers,4,7,5,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),26,65,254,0
Karlo Matković,New Orleans Pelicans,4,6,47,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,22,36,1
Toumani Camara,Portland Trail Blazers,4,6,33,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,228,54,0
Caleb Love,Portland Trail Blazers,4,6,23,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,104,232,1
Jeremiah Fears,New Orleans Pelicans,4,6,3,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),13,5,130,1
Toumani Camara,Portland Trail Blazers,4,5,36,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-163,207,1
Jordan Poole,New Orleans Pelicans,4,5,15,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,129,225,1
Jordan Poole,New Orleans Pelicans,4,4,43,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),25,75,245,1
Deni Avdija,Portland Trail Blazers,4,4,22,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-4,26,1
Jordan Poole,New Orleans Pelicans,4,4,2,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-118,234,1
Caleb Love,Portland Trail Blazers,4,3,39,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),28,127,257,0
Zion Williamson,New Orleans Pelicans,4,3,20,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-12,19,1
Robert Williams III,Portland Trail Blazers,4,2,57,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),2,7,20,1
Jordan Poole,New Orleans Pelicans,4,2,42,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-6,32,0
Shaedon Sharpe,Portland Trail Blazers,4,2,26,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,-55,254,0
Zion Williamson,New Orleans Pelicans,4,2,14,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,9,43,1
Zion Williamson,New Orleans Pelicans,4,1,46,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-31,16,0
Jordan Poole,New Orleans Pelicans,4,1,44,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-196,158,0
Jeremiah Fears,New Orleans Pelicans,4,1,40,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),13,55,125,0
Toumani Camara,Portland Trail Blazers,4,1,18,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),22,225,-5,0
Shaedon Sharpe,Portland Trail Blazers,4,1,16,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-20,18,1
Jeremiah Fears,New Orleans Pelicans,4,1,11,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-15,15,1
Deni Avdija,Portland Trail Blazers,4,0,49,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),18,92,158,0
Micah Peavy,New Orleans Pelicans,4,0,43,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-221,77,0
Jordan Poole,New Orleans Pelicans,4,0,34,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-99,251,1
Caleb Love,Portland Trail Blazers,4,0,13,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-214,139,1
Micah Peavy,New Orleans Pelicans,4,0,9,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),2,0,20,1
Devin Booker,Phoenix Suns,1,11,44,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,-55,254,0
Devin Booker,Phoenix Suns,1,11,39,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),13,-20,136,1
Precious Achiuwa,Sacramento Kings,1,11,15,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24,-240,-10,0
Keegan Murray,Sacramento Kings,1,10,40,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),10,13,100,1
Dillon Brooks,Phoenix Suns,1,10,23,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24,234,81,1
Mark Williams,Phoenix Suns,1,9,54,Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,27,-15,0
Royce O'Neale,Phoenix Suns,1,9,40,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,178,201,0
Keegan Murray,Sacramento Kings,1,9,32,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,12,10,1
Mark Williams,Phoenix Suns,1,9,15,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,-4,-5,1
Devin Booker,Phoenix Suns,1,8,43,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),21,-208,29,1
Maxime Raynaud,Sacramento Kings,1,8,36,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8,27,84,1
Maxime Raynaud,Sacramento Kings,1,8,15,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,22,42,0
Devin Booker,Phoenix Suns,1,7,58,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),9,-38,89,1
DeMar DeRozan,Sacramento Kings,1,7,44,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-60,9,1
Mark Williams,Phoenix Suns,1,7,20,Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,-1,5,1
Maxime Raynaud,Sacramento Kings,1,7,5,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),10,15,100,1
Collin Gillespie,Phoenix Suns,1,6,50,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,154,221,0
Keegan Murray,Sacramento Kings,1,6,41,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-183,194,0
Devin Booker,Phoenix Suns,1,6,25,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),12,-44,122,0
Maxime Raynaud,Sacramento Kings,1,6,19,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,2,4,1
DeMar DeRozan,Sacramento Kings,1,5,56,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-2,10,1
Devin Booker,Phoenix Suns,1,5,34,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-11,13,1
Keegan Murray,Sacramento Kings,1,5,24,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-6,56,1
Devin Booker,Phoenix Suns,1,4,51,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,135,215,0
Dennis Schröder,Sacramento Kings,1,4,39,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),15,135,74,1
Keegan Murray,Sacramento Kings,1,4,4,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,235,8,1
Dennis Schröder,Sacramento Kings,1,3,35,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,0,17,0
Dillon Brooks,Phoenix Suns,1,3,25,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,207,168,1
Dennis Schröder,Sacramento Kings,1,3,12,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,4,6,0
Drew Eubanks,Sacramento Kings,1,3,10,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,1,17,1
Dillon Brooks,Phoenix Suns,1,2,58,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-53,43,0
Devin Booker,Phoenix Suns,1,2,37,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),12,123,-8,1
Devin Booker,Phoenix Suns,1,2,15,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-131,228,1
Nique Clifford,Sacramento Kings,1,1,55,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-233,-22,0
Devin Booker,Phoenix Suns,1,1,40,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),19,-150,127,1
Devin Booker,Phoenix Suns,1,0,59,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),19,195,-13,1
Jamaree Bouyea,Phoenix Suns,1,0,34,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),29,-10,296,0
Keegan Murray,Sacramento Kings,1,0,17,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,4,10,0
Precious Achiuwa,Sacramento Kings,1,0,13,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,1
Devin Booker,Phoenix Suns,1,0,1,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,116,231,0
Nique Clifford,Sacramento Kings,2,11,45,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,230,67,1
Jamaree Bouyea,Phoenix Suns,2,11,34,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-158,226,0
Doug McDermott,Sacramento Kings,2,11,21,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-229,-13,1
Collin Gillespie,Phoenix Suns,2,11,8,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-205,190,1
Isaiah Livers,Phoenix Suns,2,10,42,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,39,43,0
Collin Gillespie,Phoenix Suns,2,10,28,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),18,-93,159,0
Russell Westbrook,Sacramento Kings,2,10,18,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),17,25,171,0
Isaiah Livers,Phoenix Suns,2,10,3,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,5,0,0
Keon Ellis,Sacramento Kings,2,9,54,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),29,175,235,1
Isaiah Livers,Phoenix Suns,2,9,30,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),28,205,199,0
Collin Gillespie,Phoenix Suns,2,9,13,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,206,158,0
Collin Gillespie,Phoenix Suns,2,9,8,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,13,13,1
Precious Achiuwa,Sacramento Kings,2,8,50,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,45,56,0
Doug McDermott,Sacramento Kings,2,8,48,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-222,134,0
Precious Achiuwa,Sacramento Kings,2,8,46,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-7,27,0
Russell Westbrook,Sacramento Kings,2,8,44,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,7,3,0
Russell Westbrook,Sacramento Kings,2,8,39,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,5,3,1
Collin Gillespie,Phoenix Suns,2,8,31,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),28,-207,190,0
Keon Ellis,Sacramento Kings,2,8,8,Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-31,47,0
Oso Ighodaro,Phoenix Suns,2,7,45,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,-13,-1,1
Doug McDermott,Sacramento Kings,2,7,36,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,59,247,0
Oso Ighodaro,Phoenix Suns,2,7,27,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),2,16,-13,1
Collin Gillespie,Phoenix Suns,2,6,58,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,159,212,1
Collin Gillespie,Phoenix Suns,2,6,41,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,148,237,0
Collin Gillespie,Phoenix Suns,2,6,8,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),14,119,74,0
Jamaree Bouyea,Phoenix Suns,2,6,6,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,1
Royce O'Neale,Phoenix Suns,2,5,41,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,200,179,0
Dillon Brooks,Phoenix Suns,2,5,39,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,25,20,0
Keegan Murray,Sacramento Kings,2,5,26,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),18,153,95,1
Russell Westbrook,Sacramento Kings,2,5,2,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-161,199,0
Keegan Murray,Sacramento Kings,2,4,49,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),27,26,269,1
Dillon Brooks,Phoenix Suns,2,4,23,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),9,-48,86,0
DeMar DeRozan,Sacramento Kings,2,4,11,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-151,200,0
Royce O'Neale,Phoenix Suns,2,4,2,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,9,1,1
Dennis Schröder,Sacramento Kings,2,3,44,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-184,171,0
Russell Westbrook,Sacramento Kings,2,3,26,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,7,9,1
Devin Booker,Phoenix Suns,2,3,1,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,36,59,0
Keon Ellis,Sacramento Kings,2,2,41,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),29,124,263,0
DeMar DeRozan,Sacramento Kings,2,2,32,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-10,14,1
Keegan Murray,Sacramento Kings,2,2,7,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Center(C),16,-12,163,0
Dennis Schröder,Sacramento Kings,2,1,48,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,-7,1
Devin Booker,Phoenix Suns,2,1,37,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),30,-112,279,0
Jordan Goodwin,Phoenix Suns,2,1,24,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-230,-8,0
Dennis Schröder,Sacramento Kings,2,1,11,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,210,161,1
Dillon Brooks,Phoenix Suns,2,0,56,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,4,2,1
Devin Booker,Phoenix Suns,2,0,34,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,-6,-5,1
Devin Booker,Phoenix Suns,2,0,4,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),11,5,112,1
Keegan Murray,Sacramento Kings,3,11,46,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),11,-21,116,1
Devin Booker,Phoenix Suns,3,11,19,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,4,17,1
Russell Westbrook,Sacramento Kings,3,11,6,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,125,227,0
Devin Booker,Phoenix Suns,3,10,52,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),20,109,176,1
Keegan Murray,Sacramento Kings,3,10,28,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,146,199,1
Dillon Brooks,Phoenix Suns,3,10,16,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,6,17,1
DeMar DeRozan,Sacramento Kings,3,9,57,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-239,1,0
Dillon Brooks,Phoenix Suns,3,9,49,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,233,30,0
Russell Westbrook,Sacramento Kings,3,9,42,Running Layup Shot,2PT Field Goal,Mid-Range,Right Side(R),9,94,13,0
Keegan Murray,Sacramento Kings,3,9,28,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),11,-115,20,0
Maxime Raynaud,Sacramento Kings,3,9,5,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,58,18,0
Mark Williams,Phoenix Suns,3,8,57,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,2,19,1
Maxime Raynaud,Sacramento Kings,3,8,38,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,-75,5,0
Dillon Brooks,Phoenix Suns,3,8,29,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),9,62,73,1
Keegan Murray,Sacramento Kings,3,8,4,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,235,-1,0
Dillon Brooks,Phoenix Suns,3,7,50,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-173,194,0
Keegan Murray,Sacramento Kings,3,7,40,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-12,5,1
Devin Booker,Phoenix Suns,3,7,27,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),10,42,91,1
Dennis Schröder,Sacramento Kings,3,7,1,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-11,-19,1
Devin Booker,Phoenix Suns,3,6,49,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),15,156,3,0
Keegan Murray,Sacramento Kings,3,6,7,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),21,-125,169,0
Dillon Brooks,Phoenix Suns,3,5,56,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),11,62,100,1
DeMar DeRozan,Sacramento Kings,3,5,43,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),18,-48,180,1
Dennis Schröder,Sacramento Kings,3,5,22,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),9,81,53,0
Jordan Goodwin,Phoenix Suns,3,5,12,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),29,208,204,1
